id,rc_reg_crse_insttn,rc_regcrs_deparmnt_crm,rc_crse_title,rc_crse_numbr,rc_crse_cdt_lvl,rc_crse_cdt_hrs,rc_cnthrs_editn,rc_cnthrs_strt_dat,rc_cnthrs_end_dat,rc_cnthrs_strt_yr,rc_cnthrs_end_yr,rc_cnthrs_strt_sem,rc_cnthrs_end_sem,rc_cnthrs_strt_qurtr,rc_cntnthrs_end_qtr,data_discrpncy_final_dta,rc_final_data_course_name,rc_rgsd_numbr,rc_rgs_typ_fnl,third_edition_cr_number,alterations,rc_cntnt_alloc_a1,rc_cnt_alloc_b1,rc_cntn_alloc_type_c1,rc_cnt_alloc_c2,rc_cntn_alloc_type_d1,rc_cntn_alloc_type_d2,rc_cntn_alloc_type_d3,rc_cntn_alloc_type_d4,rc_cntn_alloc_type_d5v,rc_cntn_alloc_type_e1,rc_cntn_alloc_type_5av,rc_cntn_alloc_type_5d,rc_cntn_alloc_type_5g,rc_cntn_alloc_type_5h,rc_cntn_alloc_type_5e,rc_cntn_alloc_type_5b,rc_cntn_alloc_type_5c,rc_cntn_alloc_type_5f
1acb4a0d-533e-4ea7-bdd0-e55af1aeffb4 Fourth Edition,Rollins College,Health Professions,Behavioral Assessment,BACS 511,Graduate,4,Fourth Edition,,,2016,,Spring,,,,,4375 BCBA,4375, BCBA,,{Title:Behavioral Assessment},,2,,,29,12,,,2,,,,,,,,,
c46ef66f-6135-4b2f-aa2f-38de832c1407 Fourth Edition,Lehigh University,Special Education,K-12 Classroom Environment & Management,TLT/SPED 409,Graduate,3,Fourth Edition,,,2017,,Summer,,,,,4408 BCBA,4408, BCBA,,{Number:TLT 409}{Number:SPED 409}{Title:K-12 Classroom Envnmnt & Mgmnt},,15,2,,3,12,3,4,4,2,,,,,,,,
e7780587-377b-4803-ba71-24caa1846b0b Fourth Edition 9/1/2014 4:00:00 AM,Oregon Institute of Technology,Humanities and Social Sciences,Applied Behavior Analysis (Special Topics),PSY 507,Graduate,3,Fourth Edition,9/1/2014,6/30/2014,2014,,,,Q3,,,4247 BCBA,4247, BCBA,,{Title:Applied Behavior Analysis},,,,,,,,5,,25,,,,,,,,
2b8e5f35-af97-4733-8392-923db8c3d69c Fourth Edition,Vanderbilt University,,Advanced Single Case Research,8820,Graduate,3,Fourth Edition,,,2014,,Summer,,,,,4187 BCBA,4187, BCBA,,,,,,,,15,,,,30,,,,,,,,
8c2f650f-7088-49b7-8a8c-bfe0f113149a Fourth Edition 5/5/2016 12:00:00 AM,ABA Centre ROSTOK,Resource Center for Inclusion in Education,Problem Identification and Assessment,Module II,Graduate,3,Fourth Edition,5/5/2016,,2016,,,,,,,4393 BCBA,4393, BCBA,,,,,5,,30,5,5,,,,,,,,,,,
770d2b4d-2c2e-42c8-8466-2662fa106763 Fourth Edition,University of Oklahoma,Educational Psychology,(Starting summer 2017) Special Education Instructional Methods and Programs,EDSP 5013,Graduate,3,Fourth Edition,,,2017,,Summer,,,,,4040 BCBA,4040, BCBA,,{Title:Spec Ed Instr Methods/Programs},,2,,,6,7,1,3,2,24,,,,,,,,
2418504d-df4c-4d99-9303-e3ca0f7de179 Fourth Edition,Wayne State University,Psychology,Foundations of Applied Behavior Analysis,7101,Graduate,4,Fourth Edition,,,2013,,Spring,,,,,4060 BCBA,4060, BCBA,,{Number:EDP 7101},,45,,,,15,,,,,,,,,,,,
91deb64b-8da1-48f8-bf86-25931080a8a4 Fourth Edition,Western Connecticut State University,Education,Applied Behavior Analysis III,EPY 643,Graduate,4,Fourth Edition,,5/20/2020,2013,,Fall,,,,,4078 BCaBA,4078, BCaBA,,{Title:Applied Behavior Analysis III},,10,15,4,15,20,,5,5,,,,,,,,,
6ed2d3e1-339b-4636-90cd-99ca3274a16b Fourth Edition,Humber College,School of Community and Social Services,Functional Behaviour Assessment & Program Evaluation (10-month),BSCI 5004/ DSW.803,Graduate,6,Fourth Edition,,,2012,,,,Q4,,,4017 BCaBA,4017, BCaBA,,{Number:BSCI 5004}{Number:DSW.803},5,5,5,5,10,10,5,5,10,,,,,,,,,
b9ff90e8-1747-4933-a577-247d64aa2a6b Fourth Edition,Elms College,Communication Sciences and Disorders,[Fall 2012] Assessment and Intervention in Autism Spectrum Disorders I,ASD 603,Graduate,3,Fourth Edition,,8/20/2017,2012,2017,Fall,Summer,,,,4008 BCBA,4008, BCBA,,{Number:ASD 703}{Title:Asst & Int Aut Spec I},1,6,6,1,10,16,,1,1,3,,,,,,,,
4ccfece0-e7fc-4e84-a8ee-8d8e7d3b3560 Fourth Edition,Johns Hopkins University,Special Education,Behavioral Assessment and Instructional Strategies,873.604,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4083 BCBA,4083, BCBA,,{Title:Behavioral Assessment and Instructional Strategies},,,,,15,22,2,5,,,,,,,,,,
10b5bba7-31c4-4bc2-9160-4b67741a2460 Fourth Edition,Azusa Pacific University,Education,ABA FIELDWORK 1,"ABA500, SPED500",Graduate,1,Fourth Edition,,,2014,,,,Q2,,,4174 BCBA,4174, BCBA,,{Title:ABA FIELDWORK 1},,,1,1,2,2,,,,,,,,,,,,
24a2cda2-8dca-4b3b-9cf2-0bf8ff9d3c8b Fourth Edition,Azusa Pacific University,Education,INTRODUCTION TO BEHAVIOR ANALYSIS IN APPLIED SETTINGS ,"ABA503, SPED 503",Graduate,3,Fourth Edition,,,2014,,,,Q2,,,4174 BCBA,4174, BCBA,,{Title:INTRODUCTION TO BEHAVIOR ANALYSIS IN APPLIED SETTINGS },,42,,,,,,,,,,,,,,,,
496d7638-25ab-4c30-b13a-c94a9dc09da7 Fourth Edition,National Louis University,Behavior Analysis,Skills Assessment and Intervention ,ABA 510,Graduate,4,Fourth Edition,,,2017,,,,Q3,,,4447 BCBA,4447, BCBA,,{Title:Skills Assess & Intervention},,,,,12,22,18,8,,,,,,,,,,
e55ad3ec-e18e-45b0-944b-86ac675dd4f5 Fourth Edition,Monmouth University,"Educational Leadership, Special Education, and School Counseling",Assessment and Analysis of Behavior Change,EDS 599,Graduate,3,Fourth Edition,,,2017,,Fall,,,,,4132 BCBA,4132, BCBA,,{Title:ASMT & ANALY BEH CHANGE},,3,6,,15,11,9,1,,,,,,,,,,
d36b5ea9-6f3e-4128-8231-18f8a43ceb6a Fourth Edition,George Mason University,Special Education,Applied Behavior Analysis:  Applications,EDSE 624,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4136 BCBA,4136, BCBA,,{Number:EDSE 624},,3,,,,9,,10,10,13,,,,,,,,
f79f25bf-b991-49f4-9782-7b119b85d76d Fourth Edition,Youngstown State University,Psychology,Behavioral Systems Analysis.,6965,Graduate,3,Fourth Edition,,,2016,,Spring,,,,,4378 BCBA,4378, BCBA,,{Title:Behavioral Systems Analysis.},,5,5,,5,10,10,,5,5,,,,,,,,
cd90c23b-30ec-4597-8b0c-38b6972fb8d6 Fourth Edition,University of Nevada Reno,Psychology,Principles of Psychological Assessment,Psy 481,Undergraduate,45,Fourth Edition,,,2017,,Summer,,,,,4445 BCaBA,4445, BCaBA,,{Title:Behavior Assessment}{Title:Principles of Behavioral Assessment},,10,8,,20,2,,,,5,,,,,,,,
86698e6a-912e-4914-a4ef-c6c5217ac4fe Fourth Edition,University of Nevada Reno,Psychology,PSY 723: Applied Research Methods I (Spring 2016),PSY 723,Graduate,3,Fourth Edition,,,2016,,Spring,,,,,4323 BCaBA,4323, BCaBA,,{Title:Appld Rsrch Method I}{Number:PSY 723},,,15,20,,,,,,10,,,,,,,,
1a7f4c07-bcfd-47f3-9ebc-409ec9b1c6e9 Fourth Edition,Tel Aviv University,School of Education,Ethical and Professional Conduct in Applied Behavior Analysis,ABA-TAU10,Graduate,15,Fourth Edition,,,2016,,Spring,,,,,4373 BCaBA,4373, BCaBA,,{Title:Ethical and Professional Conduct in Applied Behavior Analysis},15,,,,,,,,,,,,,,,,,
76f8be3e-4bc4-4d37-9761-0115092ad6af Fourth Edition,University of Saint Joseph,Counseling and Applied Behavioral Studies,Improving Behavior Through Data Based Decisions,IABS 2XX,Undergraduate,3,Fourth Edition,,,2015,,Spring,,,,,4287 BCaBA,4287, BCaBA,,{Title:Improving Behavior},,,7,3,10,20,3,2,,,,,,,,,,
75f3f5ff-7f25-4300-beed-0a4fc36e0654 Fourth Edition,Elms College,Communication Sciences and Disorders,[Fall 2012] Assessment and Intervention in Autism Spectrum Disorders II,ASD 604,Graduate,3,Fourth Edition,,8/20/2017,2012,2016,Fall,Fall,,,,4008 BCBA,4008, BCBA,,{Number:ASD 704}{Title:Assess & Interv in ASD II},13,5,2,2,5,8,3,4,3,,,,,,,,,
35f076dd-7c05-4704-acd1-0b0bff67dbd6 Fourth Edition,Douglas College,Disability and Community Studies,Single Subject Research and Applications,DACS 5123,Undergraduate,4,Fourth Edition,,,2014,,Summer,,,,,4226 BCaBA,4226, BCaBA,,,10,10,5,10,5,15,,5,,,,,,,,,,
16c7c9e8-9aa1-4bf3-abfe-27e7ed9560f2 Fourth Edition,University of Central Oklahoma,Psychology,ABA III: Topics in Applied Behavior Analysis,PSY 5853,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4098 BCBA,4098, BCBA,,{Title:ABA III: Topics in App Beh Anal},,5,,,5,5,,2,5,23,,,,,,,,
b01df470-1645-41e1-a20f-2959408e9e4b Fourth Edition,Universidad Complutense De Madrid,Facultad de Educacion - Abascool,Concepts and principles in behavior analysis,ABA-101,Graduate,45,Fourth Edition,,,,,,,,,,4466 BCBA,4466, BCBA,,{Title:Concepts and principles in behavior analysis},,45,,,,,,,,,,,,,,,,
924c29a2-5b52-414f-bf40-35997d345ab0 Fourth Edition,Georgian Court University,Psychology,Measurement & Experimental Design,ABA502,Graduate,3,Fourth Edition,,8/27/2018,2017,,Fall,,,,,4073 BCBA,4073, BCBA,,{Number:ABA502}{Title:Measurement & Experimental Design},,,25,20,,,,,,,,,,,,,,
93cf5b7d-c935-4920-905a-f0e1f68a36a0 Fourth Edition,University of Nevada Reno,Psychology,Behavioral & Systm Assess,PSY 713,Graduate,3,Fourth Edition,,,2009,,Fall,,,,,4322 BCBA,4322, BCBA,,,,,,,30,5,10,,,,,,,,,,,
23cde495-30b6-4f3c-a1ef-65579c96da5d Fourth Edition,International Training Center for Applied Behavior Analysis,Behavior Analysis,BASIC PRINCIPLES OF APPLIED BEHAVIOR ANALYSIS,COURSE 1,Undergraduate,60 hrs,Fourth Edition,,,2012,,,,Q4,,,4024 BCaBA alternative path,4024, BCaBA alternative path,,{Number:ABA001},10,45,,,,,,,,5,,,,,,,,
970fb495-fffc-42f3-8fdb-b0eaf5e99359 Fourth Edition,West Virginia University,Psychology,Advanced Applied Behavior Analysis,Psychology 737,Graduate,3,Fourth Edition,,,2014,,Spring,,,,,4148 BCBA,4148, BCBA,,{Number:PSYC 737}{Title:Advanced Applied Behavior Analysis},,,,,20,10,,5,10,,,,,,,,,
e2062d36-6594-4cc6-9365-4367dc034be3 Fourth Edition 8/6/2013 12:00:00 AM,Moscow Institute of Psychoanalysis,Department of Applied Behavior Analysis,Research Methods in Behavior Analysis,IV,Graduate,4.5,Fourth Edition,8/6/2013,,2013,,,,,,,4075 BCBA,4075, BCBA,,{Title:Research Methods in BA},,5,20,20,,,,,,,,,,,,,,
85373ecf-1a8a-40c5-8281-073d17c87c82 Fourth Edition,Whitworth University & Northwest Autism Center,Special Education,"Intervention for Severe Communication, Sensory, and Physical Disabilities ",EDS 526,Graduate,3,Fourth Edition,,,2015,,Summer,,,,,4308 BCBA,4308, BCBA,,"{Number:EDS-526}{Title:E Intrvn Severe, Comm, Sens, Phys A}",,,2,,3,,1,1,3,11,,,,,,,,
7c94f61b-e51e-45ea-a8c1-54f2d132c442 Fourth Edition,Fresno Pacific University,Pupil Personnel Services,Advanced Behavioral Assessment: Autism Spectrum Disorders,PPP 739,Graduate,3,Fourth Edition,,,2014,,Fall,,,,,4251 BCBA,4251, BCBA,,,,5,5,5,5,10,5,5,5,3,,,,,,,,
bdbda286-3679-4834-822e-1ebfbf9792a1 Fourth Edition,University of Southern Maine,Psychology,Professional Ethics in Behavior Analysis,SPY 608,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4074 BCBA,4074, BCBA,,{Title:Prof Ethics in ABA},45,,,,,,,,,,,,,,,,,
ee8daa24-e95d-4d88-a3dc-f00a49f872e8 Fourth Edition,Lehigh University,Special Education,Behavior Analysts: Ethical and Professional Conduct ,SPED 330,Graduate,3,Fourth Edition,,,2016,,Summer,,,,,4408 BCBA,4408, BCBA,,{Title:Special Topics In SpEd: Behavior Analysts},45,,,,,,,,,,,,,,,,,
8420cd32-95ef-4025-a4fd-f42ead5cd14c Fourth Edition 3/13/2014 12:00:00 AM,"Istituto per la Ricerca, la Formazione e l'Informazione sulle DisabilitÃ  (IRFID)","Istituto per la Ricerca, la Formazione e l'Informazione sulle DisabilitÃ  (IRFID)",Ethics and professional conduct II,IRFID 7,Graduate,30,Fourth Edition,3/13/2014,,2014,,,,,,,4149 BCBA,4149, BCBA,,{Title:Ethics and professional conduct II},30,,,,,,,,,,,,,,,,,
e4216430-accf-4db6-9a28-e671f459702f Fourth Edition,Mercyhurst University,Special Education,Behavior Management: Introduction to Applied Behavior Analysis and Behavior Change,EDSP 501,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4100 BCBA,4100, BCBA,,{Title:Beh Management: Intro to ABA},,12,5,2,5,5,5,5,5,,,,,,,,,
3e198c15-a583-4909-a819-023eb4cd96be Fourth Edition,Hebrew University of Jerusalem,"School of Education, Deparment of Continuing Education","Developing, Stregthening and Maintaining new Behavior",300,Graduate,3,Fourth Edition,,,2015,,Fall,,,,,4339 BCBA,4339, BCBA,,{Title:DVP},,,,,,10,5,10,5,,,,,,,,,
6632f28c-d9b9-4cef-9f44-08782964af30 Fourth Edition,Regis College,Applied Behavior Analysis,[Fall 2018] Behavior Intervention,ABA 654,Graduate,3,Fourth Edition,,,2018,,Fall,,,,,4514 BCBA,4514, BCBA,,{Title:Behavior Intervention},,,,,,25,,10,10,,,,,,,,,
60beb30c-fe66-4082-87c6-a603607dceb7 Fourth Edition,Auburn University,Psychology,Applied Behavior Analysis,Psyc 8550,Graduate,3,Fourth Edition,,,,,,,,,,4001 BCBA,4001, BCBA,,{Title:Applied Behavior Analysis},,,,,14,20,6,,5,,,,,,,,,
f627245b-f1ea-4930-83e8-8d6809b89ce8 Fourth Edition,Texas State University,Curriculum and Instruction,Classroom and Behavior Management for Students with Disabilities,SPED 5375,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4126 BCBA,4126, BCBA,,{Title:Beh Mgt-App ABA},,4,6,1,15,12,2,3,1,1,,,,,,,,
d76b97b3-9737-4fae-9adf-a7c916493db8 Fourth Edition,Florida Tech,Behavior Analysis,"Decreasing, Eliminating and Replacing Problem Behavior",5015,Graduate,2,Fourth Edition,,,2013,,Spring,,,,,4038 BCBA,4038, BCBA,,{Title:Dec/Elim Prob Beh},,,,,5,21,4,,,,,,,,,,,
7d2092cb-9af3-46ba-81ec-4d1aece0c444 Fourth Edition 8/1/2016 12:00:00 AM,Oslo Metropolitan University,Department of behavioral science,Developmental psychology,PSYK3400,Undergraduate,10 study points,Fourth Edition,8/1/2016,,,,,,,,,4421 BCaBA,4421, BCaBA,,{Number:PSYK3400},,15,5,,10,,5,,,,,,,,,,,
bf9fe00e-c528-4645-a36f-bd430d4b6229 Fourth Edition,University of Maryland Baltimore County,Psychology,Special Topics in Psychology: Verbal Behavior ,PSYC 601,Graduate,3,Fourth Edition,,,2014,,Fall,,,,,4233 BCBA,4233, BCBA,,{Title:Sem: Verbal Behavior},,,,,3,21,3,3,,15,,,,,,,,
e838405a-5add-4086-a5d5-d0093954caad Fourth Edition,Humber College,School of Community and Social Services,Behaviour Technology II (6-month),BSCI 5003/ DSW.802,Graduate,6,Fourth Edition,,,2012,,,,Q4,,,4017 BCaBA,4017, BCaBA,,{Number:BSCI 5003}{Number:DSW.802},3,2,10,15,,10,,,,,,,,,,,,
b4a52c56-a4c7-4893-8a9b-ce091049db85 Fourth Edition,Georgia Southern University,Psychology,Behavior Assessment,PSYC 3430,Undergraduate,3,Fourth Edition,,,2018,,Spring,,,,,4477 BCaBA,4477, BCaBA,,{Number:PSYC 3430}{Title:Behavior Assessment},5,,10,5,20,,,,,5,,,,,,,,
6f23aee6-9cd5-43dc-b4d9-d845583c9f7c Fourth Edition,Western Connecticut State University,Education,Applied Behavior Analysis I,EPY 641,Graduate,4,Fourth Edition,,5/20/2020,2013,,Fall,,,,,4078 BCaBA,4078, BCaBA,,{Title:Applied Behavior Analysis I},,15,10,10,15,,5,5,,,,,,,,,,
245787b4-490a-4485-8ecc-f04e1a2cc523 Fourth Edition,University of Wisconsin Whitewater,Special Education,Advanced Applications of ABA,SPECED 710,Graduate,3,Fourth Edition,,8/31/2018,2014,,Fall,,,,,4235 BCBA,4235, BCBA,,{Title:ADVANCED ABA APPLICATIONS},,,5,,,30,,,10,,,,,,,,,
cbeb5cac-eeef-453b-b8fd-4899261cbd38 Fourth Edition,Tel Aviv University,School of Education,Measurement and Research Methods in Behavior Analysis,ABA-TAU07,Graduate,20,Fourth Edition,,,2016,,Spring,,,,,4373 BCaBA,4373, BCaBA,,{Title:Measurement and Research Methods in Behavior Analysis},,,10,5,,,,,,5,,,,,,,,
8b514271-2bd3-4fc1-9791-d3717c65f633 Fourth Edition,Universidad Iberoamericana,Education,Basic Concepts and Principles of Applied Behavior Analysis,ABA 710,Graduate,3,Fourth Edition,,,2016,,Fall,,,,,4428 BCBA,4428, BCBA,,{Number:ABA 710}{Title:Basic Concepts of ABA},,45,,,,,,,,,,,,,,,,
4e86cc54-bce8-45c4-8f6a-180413f09bfe Fourth Edition,Moscow Centre of Pedagogy and Psychology,Pedagogy,Intervention and Implementation II,BEHABA-9,Graduate,30,Fourth Edition,,,2016,,Spring,,,,,4363 BCBA,4363, BCBA,,{Number:BEHABA-9},,,,,,,5,5,5,15,,,,,,,,
62728bff-9a44-406b-ac45-9beff1dedf45 Fourth Edition,Whitworth University & Northwest Autism Center,Special Education,Intervention for Autism Spectrum Disorders,EDS 530,Graduate,3,Fourth Edition,,,2015,,Summer,,,,,4308 BCBA,4308, BCBA,,{Number:EDS-530}{Title:E Int. for Autism Spectrum Dis.},,,,,5,20,,5,,15,,,,,,,,
58ea410b-e3a4-498a-bafe-9be16e053669 Fourth Edition,University of Texas at San Antonio,Interdisciplinary Learning & Teaching/Educational Psychology,Practicum in School Psychology,EDP 6833,Graduate,3,Fourth Edition,,,2014,,Spring,,,,,4176 BCBA,4176, BCBA,,{Title:Practicum in School Psychology},,,,,,15,5,5,5,15,,,,,,,,
52d163e7-b3bb-452f-90bb-55fcf6274fba Fourth Edition,Northern Arizona University,"Educational Specialties, College of Education",Verbal and Social Behavior of Children with Autism and other Developmental Disabilities,"DIS 559, ESE 559",Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4091 BCBA,4091, BCBA,,{Title:VERBAL AND SOCIAL BEHAVIOR},,15,4,3,9,6,8,,,,,,,,,,,
7567d8e7-f447-40a6-9e78-4f95caac4425 Fourth Edition,West Virginia University,Psychology,Learning and Behavior Theory,PSYC 424,Undergraduate,3,Fourth Edition,,,2013,,Spring,,,,,4056 BCaBA,4056, BCaBA,,{Title:Learning and Behavior Theory},,21,1,2,2,5,1,1,,12,,,,,,,,
3dca1b82-210b-4caa-922f-3050a7e0c41c Fourth Edition,SWPS University of Social Sciences and Humanities,Psychology,Problem behaviors: Functional assessment and intervention strategies,10,Graduate,20,Fourth Edition,,,2016,,Spring,,,,,4368 BCBA,4368, BCBA,,,,,5,5,7,,,,3,,,,,,,,,
dc26d74d-0c82-4529-854a-3eee0e241895 Fourth Edition,University of Georgia,Communication Science and Special Education,Managing Severe Aggressive Behavior in the Classroom and Community,SPED 4050,Undergraduate,3,Fourth Edition,,12/20/2018,2015,,Summer,,,,,4318 BCaBA,4318, BCaBA,,{Title:MANAGING SEV BEHAV},,4,6,,17,9,4,5,,,,,,,,,,
178b06b6-cbab-456c-a600-04710c223743 Fourth Edition 4/2/2017 4:00:00 AM,Oregon Institute of Technology,Humanities and Social Sciences,Performance Management,PSY 456,Undergraduate,3,Fourth Edition,4/2/2017,,2014,,,,Q2,,,4164 BCaBA,4164, BCaBA,,{Title:Performance Management},1,,2,2,,4,1,,5,15,,,,,,,,
5a8326bf-903e-4dc3-a998-5b77b9bf89eb Fourth Edition,George Mason University,Special Education,Ethics and Professional Conduct for Behavior Analysts,EDSE 664,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4136 BCBA,4136, BCBA,,{Number:EDSE 664},45,,,,,,,,,,,,,,,,,
907f45b3-4b82-4bc0-b331-b66087993845 Fourth Edition,Pepperdine University,Psychology,"Intervention, Management & Supervision Applied Behavior Analysis",PSY 618,Graduate,2,Fourth Edition,,4/17/2020,2016,,Summer,,,,,4414 BCBA,4414, BCBA,,"{Title:Intervent, Mngmnt, Super A B A}",,,,,,,10,10,10,,,,,,,,,
41a77b85-4fa0-4763-be71-9613c4517938 Fourth Edition 10/20/2015 12:00:00 AM,Instituto Walden 4,Instituto Walden4,Intervention and Implementation 1,BEHABA 6,Graduate,1,Fourth Edition,10/20/2015,,,,,,,,,4341 BCaBA,4341, BCaBA,,,,,,,,,5,5,5,,,,,,,,,
381ab512-cfc4-4cde-8308-4f6456c4c1be Fourth Edition 4/7/2015 12:00:00 AM,University of Dublin Trinity College,School of Psychology,"Behavioural Intervention, Methods and Evaluation I",Module PS7094,Graduate,10,Fourth Edition,4/7/2015,,2015,,,,,,,4281 BCBA,4281, BCBA,,"{Number:PS7094}{Title:Behavioural Intervention, Methods and Evaluation I}",,,,,,30,3,5,,,,,,,,,,
3b42791a-0475-4a04-b3e1-d3edb09d2b9b Fourth Edition,University of Manitoba,Psychology,Applied Behavior Analysis in Developmental Disabilities,7300,Graduate,3,Fourth Edition,,,2015,,Fall,,,,,4338 BCBA,4338, BCBA,,{Title:ABA IN DD},,,5,5,5,15,5,,5,5,,,,,,,,
74c585cd-e342-406c-af2b-7c21eec447f6 Fourth Edition,Georgian Court University,Psychology,ABAII: Advanced Behavior Change Procedures,ABA512,Graduate,3,Fourth Edition,,8/27/2018,2017,,Fall,,,,,4073 BCBA,4073, BCBA,,{Title:ABA512: ABA II: Advanced BEhavior Change Procedures},,,,,,10,,,5,30,,,,,,,,
e5a2f036-c6c2-4cc5-9bf3-8fd3b9eca102 Fourth Edition,West Virginia University,Psychology,Experimental Analysis of Behavior,Psychology 531,Graduate,3,Fourth Edition,,,2014,,Spring,,,,,4148 BCBA,4148, BCBA,,{Number:PSYC 531}{Title:Experimental Analysis of Behavior},,30,,,,15,,,,,,,,,,,,
4bbb3629-9a2b-4061-9d2b-a34d05de5be6 Fourth Edition 8/6/2013 12:00:00 AM,Moscow Institute of Psychoanalysis,Department of Applied Behavior Analysis,Advanced Topics in Behavior Analysis,V,Graduate,4.5,Fourth Edition,8/6/2013,,2013,,,,,,,4076 BCaBA,4076, BCaBA,,{Title:Advanced Topics in BA},,,,,,,5,5,10,25,,,,,,,,
1178273d-f352-4fdb-8e24-b8440e58b49a Fourth Edition,Saint Lawrence College,Behavioural Psychology,Applied Behaviour Analysis III,Psyc 18DG,Undergraduate,4,Fourth Edition,,4/30/2018,2014,,Fall,,,,,4259 BCaBA,4259, BCaBA,,{Number:Psyc18DG},,14,2,2,4,18,,3,,,,,,,,,,
f23c39f0-f92d-4aea-8fcd-1b50c00251b3 Fourth Edition,SEEK Applied Behavior Analysis Association - Taiwan,Behavior Analysis,Measurement and Experimental Design,BEHABA-2,Graduate,3,Fourth Edition,,,2016,,Spring,,,,,4396 BCaBA,4396, BCaBA,,,,,10,5,,,,,,,,,,,,,,
ad664af4-d9b6-436e-9e03-2b4de066b0a8 Fourth Edition,University of Massachusetts Boston,"College of Advancing and Professional Studies, and Center for Social Development and Education",ORGANIZATIONAL BEHAVIOR MANAGEMENT,"ABA655, ABA 697",Graduate,3,Fourth Edition,,,2014,,Summer,,,,,4189 BCBA,4189, BCBA,,{Title:ORGANIZATIONAL BEHAVIOR MANAGEMENT},,,,,5,,,,10,30,,,,,,,,
ad6785b1-31c3-4f7e-9ec8-ff5db8afb028 Fourth Edition,Stockholm University,Department of Special Education,Functional assessment and applied behavior analysis,PSAA04,Graduate,65,Fourth Edition,,,2016,,Spring,,,,,4383 BCaBA,4383, BCaBA,,{Number:PSAA04},5,5,,,15,12,5,5,5,,,,,,,,,
56302d6e-bfa6-4b48-b8c5-5671f71701dd Fourth Edition,Kibbutzim College,School for advanced studies,Functional Assessment,6516,Graduate,30,Fourth Edition,,8/30/2019,2014,,Fall,,,,,4239 BCBA,4239, BCBA,,{Title:Functional Assessment},,,,,30,,,,,,,,,,,,,
5d943769-2d7c-4cce-bd57-0e1341dce679 Fourth Edition,California University of Pennsylvania,Special Education,"Concepts, Principles & Assessment ABA",ESP 750,Graduate,3,Fourth Edition,,,2014,,Fall,,,,,4241 BCBA,4241, BCBA,,{Title:Concept Princ ABA},,27,,,12,,,,,6,,,,,,,,
7975c549-984e-461e-840f-b809adce1752 Fourth Edition,Pepperdine University,Psychology,[Summer 2019] Selecting and Implementing ABA-Based Interventions,625,Graduate,2,Fourth Edition,,4/17/2020,2019,,Summer,,,,,4414 BCBA,4414, BCBA,,{Title:Slectng & Implmntng Intervent},,,,,,15,10,5,,,,,,,,,,
2f2fd6d1-821f-43a9-a92e-ce8959d0a944 Fourth Edition,Texas State University,Curriculum and Instruction,Single Subject Research Methods and Designs,SPED 5387,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4126 BCBA,4126, BCBA,,{Title:Single Subject RSC},,2,5,18,1,3,2,1,1,12,,,,,,,,
c96c8267-ae98-4f2f-8872-0893f4d12aae Fourth Edition,University of Manitoba,Psychology,(Spring 2017) Ethics and Professional Issues in ABA and Psychology,PSYC7362,Graduate,3,Fourth Edition,,,2017,,Spring,,,,,4338 BCBA,4338, BCBA,,{Number:PSYC7310 (this is the old number)}{Title:ETHICS},45,,,,,,,,,,,,,,,,,
42f61694-f46c-44ee-8058-22a2ea982288 Fourth Edition,Lindenwood University,Educational Leadership,Behavioral Interventions and Program Management of Applied Behavioral Analysis,"EDS 650 00, EDSBA 550 00",Graduate,3,Fourth Edition,,,2014,,Spring,,,,,4175 BCBA,4175, BCBA,,{Title:Behavioral Interventions & Prgrm Mgmt of Applied Beh Anlys},,,,,,10,10,10,15,,,,,,,,,
948911d1-acb9-4ff4-ad67-0fdeff50cf0d Fourth Edition,Mercyhurst University,Special Education,Functional Behavior Assessment and Intervention Development,EDSP 650,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4100 BCBA,4100, BCBA,,{Title:Func Beh Assmt and Int Dev},,2,5,2,15,10,5,,,5,,,,,,,,
f2ea29c9-08bb-4ac1-994d-b553fee721c4 Fourth Edition,George Brown College,School of Health and Wellness,Behaviour Theory and Practice I: Introduction to Applied Behaviour Analysis,BST 1037,Graduate,4,Fourth Edition,,,2014,,Summer,,,,,4228 BCaBA,4228, BCaBA,,{Title:Behaviour Theory and Practice I},,24,3,,,12,3,,,,,,,,,,,
1ec3c682-e20e-4448-b36d-7b1688972852 Fourth Edition 9/9/2016 4:00:00 AM,University of Kent,"Social Policy, Sociology, and Social Research",Concepts of Applied Behaviour Analysis,TZ 869,Graduate,15,Fourth Edition,9/9/2016,,2012,,,,,,,4427 BCBA,4427, BCBA,,{Title:Concepts of Applied Behaviour Analysis},,45,,,,,,,,,,,,,,,,
